line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
2030,T003913,P02587,PR027,10,4521.83
2031,T004060,P01235,PR039,2,600.14
2032,T004892,P02243,PR024,3,275.17
2033,T003676,P01535,PR002,7,3416.17
2034,T000465,P02129,PR047,3,77
2035,T000594,P01451,PR005,2,110.31
2036,T003481,P02279,PR039,8,1870.62
2037,T004777,P02420,PR042,3,241.36
2038,T001675,P02565,PR015,6,2661.26
2039,T001250,P00080,PR029,6,1212.36
2040,T004277,P00309,PR043,7,2706.02
2041,T003938,P02152,PR041,3,903.04
2042,T003283,P00723,PR002,4,1563.38
2043,T000054,P01206,PR034,10,3697.07
2044,T002942,P01760,,1,154.79
2045,T001544,P01763,PR028,3,382.28
2046,T004846,P00713,PR037,9,1145.22
2047,T001964,P02730,,8,362.3
2048,T003027,P02503,PR031,10,1967.59
2049,T004516,P00097,,6,523.17
2050,T003798,P01115,PR009,10,719.35
2051,T004303,P00102,PR004,8,2543.73
2052,T004717,P00008,PR046,10,4562.36
2053,T002323,P02635,PR027,9,422.55
2054,T000112,P02712,PR046,4,1847.65
2055,T000736,P02838,PR029,2,702.26
2056,T001225,P01301,PR007,10,510.07
2057,T000489,P02294,PR041,3,140.79
2058,T000070,P01929,PR007,6,1069.24
2059,T000845,P00665,PR037,5,2084.57
2060,T000215,P00909,PR049,8,3788.29
2061,T001435,P01570,PR012,10,3415.31
2062,T003043,P00156,,8,975.8
2063,T004252,P02406,PR003,5,1525.6
2064,T004203,P02235,PR028,5,2363.51
2065,T003796,P02861,PR019,4,665.78
2066,T000564,P00505,,8,388.2
2067,T002302,P00973,PR044,5,1106.49
2068,T003077,P01633,PR033,1,226.06
2069,T000120,P00806,,8,3791.82
2070,T000137,P01748,PR004,8,159.86
2071,T001823,P01524,PR047,9,3065.49
2072,T003398,P02268,PR044,1,419.91
2073,T001102,P01922,PR036,3,1498.3
2074,T003035,P00222,PR006,10,2477.34
2075,T002905,P02762,PR035,2,653.81
2076,T004129,P02142,PR025,9,3346.36
2077,T003890,P00121,PR022,3,1158.4
2078,T002949,P00759,PR016,2,932.02
2079,T002361,P00079,PR033,8,3289.41
2080,T001593,P01729,PR029,3,795.14
2081,T000112,P01668,PR018,5,283.52
2082,T001959,P00156,PR004,1,110.26
2083,T004968,P01680,,9,2528.86
2084,T002117,P02282,PR014,7,1890.47
2085,T003012,P02317,PR002,6,1446.53
2086,T003653,P02308,PR023,6,1043.03
2087,T003960,P02782,PR046,5,1182.85
2088,T002594,P01404,PR021,4,1270.64
2089,T001709,P02740,PR028,2,306.18
2090,T000738,P00658,PR003,10,3534.8
2091,T004597,P00200,PR036,4,1590.09
2092,T002613,P00089,PR042,9,2162.4
2093,T002029,P00514,PR021,8,2587.04
2094,T001560,P00164,PR021,4,89.22
2095,T003484,P00544,PR013,1,371.8
2096,T002802,P01798,PR005,7,3213.05
2097,T000149,P00641,PR035,10,2893
2098,T003496,P01173,PR039,4,429.6
2099,T002405,P02765,PR035,5,865.88
2100,T003667,P00915,PR007,3,783.82
2101,T001756,P02071,PR033,2,233.34
2102,T002954,P02646,PR004,2,151.87
2103,T003184,P02087,PR019,6,1238.24
2104,T003615,P00093,PR003,8,1152.89
2105,T002069,P02821,PR013,2,679.44
2106,T003686,P01232,PR022,6,2315.15
2107,T003102,P02528,PR007,9,551.92
2108,T001437,P02783,PR022,6,1193.08
2109,T003868,P02518,PR001,6,797.66
2110,T004050,P02580,PR002,2,741.92
2111,T000515,P02683,PR038,2,616.29
2112,T002413,P00948,PR012,6,366.77
2113,T003744,P00383,PR033,8,1903.22
2114,T003916,P01366,PR019,6,2086.36
2115,T002090,P01969,PR044,1,356.74
2116,T003124,P01164,,6,423.28
2117,T000298,P02817,PR038,10,2047.6
2118,T004835,P00547,PR043,3,948.19
2119,T002247,P00116,PR004,8,1531.31
2120,T004220,P02452,PR011,1,90
2121,T001494,P02709,PR009,9,2545.98
2122,T004354,P00998,PR003,4,448.57
2123,T003425,P02935,PR025,5,574.1
2124,T000389,P02209,PR035,5,569.03
2125,T002814,P02797,PR011,3,1260.39
2126,T003421,P01027,,9,4042.54
2127,T001995,P00146,PR035,1,154.62
2128,T004009,P02732,PR021,5,1168.33
2129,T002378,P02426,,4,341.98
2130,T002113,P02958,PR021,2,619.13
2131,T003827,P02134,PR041,5,1975.7
2132,T001718,P00739,PR043,9,4136.35
2133,T000354,P01367,PR005,6,2243.14
2134,T000372,P02655,PR005,4,267.79
2135,T002405,P01782,PR030,2,93.29
2136,T001581,P02790,PR020,2,116.78
2137,T000388,P00359,PR029,3,1156.28
2138,T001164,P00005,PR006,1,430.13
2139,T002911,P01919,PR036,1,426.33
2140,T004906,P01660,PR006,8,1705.36
2141,T002531,P01948,,7,2423.14
2142,T001699,P01652,PR035,7,3214.82
2143,T000668,P01591,PR035,3,533.24
2144,T002007,P02117,PR030,6,2362.02
2145,T001423,P00948,PR006,5,1641.71
2146,T003584,P00949,PR031,3,413.21
2147,T003388,P01583,PR030,6,1515.66
2148,T003381,P00640,PR027,9,3604.31
2149,T002116,P01728,PR013,8,1661.87
2150,T004456,P02975,,7,1486.96
2151,T001482,P01759,PR026,6,1656.11
2152,T001603,P02607,PR030,3,1127.72
2153,T002857,P02343,PR017,9,4257.65
2154,T002372,P01938,PR032,8,3808.26
2155,T000579,P02175,,10,1052.7
2156,T003428,P01566,PR042,7,2868.16
2157,T000367,P00391,PR033,8,1744.53
2158,T001579,P00639,PR001,3,785.27
2159,T003314,P02123,PR003,9,768.71
2160,T002724,P01479,PR025,6,1409.78
2161,T001797,P02862,PR005,10,1502.16
2162,T003277,P02126,PR050,5,2408.98
2163,T001317,P00102,PR025,4,854.54
2164,T001329,P01538,PR043,3,1036.64
2165,T004257,P01112,PR034,3,1291.98
2166,T003675,P01882,,2,889.61
2167,T001230,P00105,PR029,7,968.23
2168,T002708,P02984,PR019,7,701.3
2169,T001552,P02682,PR046,4,59.7
2170,T003553,P00730,,5,2353.49
2171,T002606,P02128,PR016,10,3083.84
2172,T004032,P00397,,6,1174.54
2173,T002397,P02612,,1,76.29
2174,T002746,P02368,PR006,8,2634.73
2175,T001928,P01516,PR048,10,2121.89
2176,T001188,P00298,PR017,5,1382.26
2177,T003081,P02160,PR037,4,75.95
2178,T004082,P01479,PR006,4,389.52
2179,T000262,P02910,PR045,6,744
2180,T001765,P00740,PR035,9,3300.52
2181,T003905,P00532,PR035,5,1992.94
2182,T001111,P01854,,5,1105.3
2183,T001433,P02538,PR024,10,1017.2
2184,T004939,P00129,PR037,8,2032.96
2185,T002290,P00874,PR039,1,200.3
2186,T000433,P01829,,10,3059.1
2187,T002161,P02755,PR032,5,1392.54
2188,T003318,P00232,PR022,5,1139.12
2189,T004234,P01620,PR014,1,497.18
2190,T003950,P00667,,10,1274.43
2191,T004265,P02154,PR005,4,1312.39
2192,T004682,P02453,PR023,9,244.14
2193,T004661,P00207,PR031,6,1248.39
2194,T000404,P00241,,1,94.08
2195,T001519,P01202,,2,141.2
2196,T002521,P01650,,4,1738.4
2197,T003353,P00042,PR004,10,3521.08
2198,T000363,P00571,,4,261.43
2199,T000964,P00074,PR050,10,175.61
2200,T000478,P01315,,7,2523.46
2201,T002988,P02659,PR006,3,650.37
2202,T001506,P00528,PR003,4,942.72
2203,T004264,P00620,PR019,9,380.71
2204,T004996,P01101,PR011,7,1799.94
2205,T001948,P02279,PR023,10,4012.28
2206,T003050,P02836,PR031,5,867.89
2207,T000132,P00293,,4,714.07
2208,T003225,P01200,,7,1123.59
2209,T001403,P02935,PR013,6,2673.51
2210,T004322,P00434,PR024,2,851.06
2211,T000585,P02566,PR012,3,489.18
2212,T004753,P01780,PR045,9,1124.98
2213,T002096,P02572,PR035,6,2938.7
2214,T003905,P00629,PR032,9,2962.64
2215,T002844,P01083,PR037,5,1102.05
2216,T002412,P02268,PR031,8,3370.07
2217,T004687,P02473,PR011,7,153.92
2218,T004570,P02855,PR029,10,4160.57
2219,T000472,P00576,,9,114.89
2220,T001989,P01540,PR039,5,1452.4
2221,T004794,P01596,PR002,6,1249.54
2222,T003114,P01690,PR003,7,1174.16
2223,T004709,P00989,PR006,10,3007.87
2224,T004013,P01817,PR033,4,459.36
2225,T001561,P00185,,8,1009.89
2226,T000342,P00431,PR032,5,1041.25
2227,T004409,P01485,PR023,6,2090.18
2228,T004743,P01748,PR046,3,413.94
2229,T002830,P01263,PR012,7,625.13
2230,T002205,P02615,PR008,6,1313.57
2231,T001734,P00152,PR050,2,140.4
2232,T000252,P01238,PR045,5,465.51
2233,T000733,P02473,PR012,8,2087.74
2234,T004373,P01454,,5,1180.68
2235,T000674,P01877,PR020,1,329.65
2236,T004578,P01437,PR015,9,1054.89
2237,T002089,P01140,,9,1067.17
2238,T002158,P01798,PR020,4,1417.33
2239,T004410,P01249,,1,242.8
2240,T004884,P01832,,10,4468.74
2241,T001674,P01339,PR024,1,328.38
2242,T004309,P02981,PR011,5,2310.07
2243,T002817,P01838,PR013,6,1311.02
2244,T001953,P02463,PR026,7,3105.69
2245,T002856,P00908,PR047,4,1239.53
2246,T003607,P00539,PR022,6,186.75
2247,T004090,P02477,,5,101.53
2248,T003160,P01939,,10,4855.29
2249,T002761,P01489,PR031,7,1983.78
2250,T003695,P02811,,8,808.26
2251,T002022,P02931,PR009,2,403.69
2252,T001888,P02255,,8,2464.4
2253,T004178,P00645,PR041,7,887.64
2254,T003186,P02812,PR001,3,524.22
2255,T004128,P00922,PR017,6,179.77
2256,T000291,P00467,PR012,4,1345.02
2257,T001658,P01338,PR027,6,1439.33
2258,T000527,P02416,PR044,1,87.08
2259,T001061,P01359,PR018,4,618.46
2260,T004823,P01240,PR033,9,2188.81
2261,T001815,P00334,PR019,2,458.77
2262,T002445,P00243,PR045,2,484.42
2263,T001198,P00055,PR034,9,4019.45
2264,T002217,P01442,PR024,6,1950.76
2265,T000098,P00482,PR040,2,850.66
2266,T004580,P01089,PR029,8,525.98
2267,T001953,P01650,PR019,10,4321.55
2268,T003578,P01608,PR002,8,391.12
2269,T001953,P02282,PR002,10,4291.55
2270,T003796,P01570,PR009,7,277.1
2271,T001621,P02837,PR045,2,367.09
2272,T002263,P01582,PR032,5,943.15
2273,T001762,P00471,PR042,9,1844.16
2274,T002068,P01963,PR050,6,2821.73
2275,T000168,P00991,PR019,9,3687.12
2276,T004052,P00514,PR022,1,153.77
2277,T000733,P02832,PR018,6,1063.72
2278,T000298,P01897,PR045,2,316.69
2279,T002205,P01494,PR028,6,1279.63
2280,T001197,P00580,PR035,5,2112.19
2281,T004168,P02724,PR002,9,4054.92
2282,T000327,P01944,PR021,6,2781.3
2283,T000700,P00582,PR024,1,312.6
2284,T003725,P01337,PR049,4,1027.56
2285,T001394,P01364,PR002,4,1838.33
2286,T003381,P01587,,5,726.55
2287,T000610,P02479,,4,863.85
2288,T000994,P01927,PR018,1,465.62
2289,T001474,P02962,PR014,2,793.37
2290,T002368,P02605,PR048,5,1354.07
2291,T001466,P00440,,10,3974.67
2292,T004194,P01359,PR035,7,3382.99
2293,T000854,P00174,PR040,5,782.62
2294,T002711,P00637,PR040,1,494.08
2295,T004430,P02590,PR037,9,2968.28
2296,T004257,P02366,PR014,9,1325.44
2297,T003945,P02097,PR013,7,3258.19
2298,T001645,P00515,PR035,4,621.05
2299,T003838,P02112,PR016,4,951.44
2300,T003946,P01437,PR046,10,2069.63
2301,T001930,P02664,PR033,10,4232.99
2302,T000198,P00385,PR025,5,303.78
2303,T004794,P01317,PR002,6,464.3
2304,T000305,P00388,PR021,8,2868.26
2305,T002209,P00689,PR005,7,1400.14
2306,T004842,P00480,PR034,8,3511.95
2307,T000147,P00372,PR038,9,1514.19
2308,T002324,P02542,PR007,5,872.28
2309,T004264,P01655,PR037,8,378.83
2310,T004765,P02850,PR028,5,2086.5
2311,T002590,P00815,PR010,2,839.31
2312,T003149,P01743,PR047,6,2915.29
2313,T000662,P00739,PR011,6,2285.2
2314,T003445,P02809,PR040,9,2537.5
2315,T000850,P01382,PR033,9,2570.53
2316,T002296,P02608,PR026,2,166.89
2317,T000607,P00423,PR036,1,30.33
2318,T002017,P02259,PR031,3,1104.49
2319,T001286,P02708,PR016,3,738.63
2320,T004451,P01320,PR038,8,3403.43
2321,T002633,P00601,PR018,2,227.27
2322,T004937,P01466,PR023,7,1224.67
2323,T001734,P02448,,6,785.01
2324,T004690,P00019,PR048,7,1197.44
2325,T003981,P02445,,1,406.41
2326,T002370,P02318,PR042,10,2598.73
2327,T003305,P02294,PR010,2,474.31
2328,T000122,P00040,PR018,1,308.03
2329,T002966,P01989,PR026,7,1461.34
2330,T004321,P00007,PR007,6,1880.44
2331,T002111,P01123,PR028,4,1423.15
2332,T004960,P02941,PR050,2,816.95
2333,T000729,P01622,PR032,5,840.16
2334,T001816,P01318,PR049,6,250.41
2335,T000764,P00825,PR001,7,85.05
2336,T002683,P01272,PR023,4,1608.37
2337,T001454,P01918,PR043,8,1751.07
2338,T002554,P01343,,1,402.12
2339,T004302,P02319,,8,2384.56
2340,T002531,P02634,PR047,3,274.17
2341,T001617,P00712,PR047,6,222.71
2342,T001028,P00367,PR050,10,759.12
2343,T004728,P00871,PR008,1,451.51
2344,T004984,P02052,PR003,6,2746.51
2345,T002723,P01434,PR009,10,1740.14
2346,T004277,P01698,PR037,2,97.57
2347,T004872,P02316,PR009,6,2254.73
2348,T002523,P01809,PR040,3,323.49
2349,T001436,P00900,PR021,9,2896.06
2350,T001444,P01024,PR001,3,1382.86
2351,T000856,P02344,PR047,9,2934.07
2352,T003694,P02542,PR017,3,248.67
2353,T000008,P00478,PR037,5,701.37
2354,T002614,P00952,PR043,4,1238.15
2355,T001681,P02282,PR008,2,230.35
2356,T000611,P02785,,8,912.69
2357,T004394,P00371,PR023,4,155.87
2358,T000912,P02962,PR015,3,98.4
2359,T001595,P01406,PR017,3,1239.37
2360,T004660,P00752,PR033,7,337.96
2361,T004126,P01518,PR037,2,474.24
2362,T001508,P00422,PR027,1,238.12
2363,T003972,P02128,PR031,5,297.97
2364,T003757,P02346,PR005,3,1378.02
2365,T002425,P01288,,9,2060.14
2366,T004652,P00835,PR031,8,1678.72
2367,T002458,P02097,PR025,10,4759.73
2368,T004027,P01431,PR024,5,1882.98
2369,T002635,P01563,PR035,9,1923.31
2370,T004916,P00855,PR012,3,1445.98
2371,T003800,P01348,PR039,8,921.49
2372,T000378,P01312,PR023,7,2383.04
2373,T000848,P01751,PR031,7,2361.73
2374,T002099,P00404,PR016,4,1030.83
2375,T001032,P00521,PR021,5,1411.44
2376,T003297,P01333,PR012,9,839.11
2377,T004188,P01700,PR009,9,1314.1
2378,T004603,P02875,PR030,6,2760.18
2379,T003865,P01680,PR028,1,378.48
2380,T003766,P02487,PR043,10,1982.01
2381,T002323,P02455,PR004,1,230.4
2382,T004617,P00322,PR024,1,216.3
2383,T000637,P01266,PR037,4,1413.26
2384,T002157,P02893,PR030,8,2799.1
2385,T004914,P00527,PR027,5,917.18
2386,T000963,P02142,PR002,8,3920.99
2387,T001305,P01612,PR029,1,34.1
2388,T002815,P00198,,5,650.67
2389,T001171,P01419,PR033,1,128.23
2390,T000089,P00407,PR001,1,239.12
2391,T002777,P02975,PR021,4,1814.65
2392,T002732,P02584,,10,255.55
2393,T000669,P01362,PR026,1,104.74
2394,T001000,P00466,PR001,8,1779.89
2395,T001954,P01767,PR028,1,483.42
2396,T001769,P02158,,1,28.5
2397,T002738,P00048,PR050,1,53.46
2398,T003444,P00175,PR048,2,991.02
2399,T001833,P01410,PR048,8,3096.22
2400,T004651,P00309,PR014,7,2318.05
2401,T001588,P00593,PR022,4,1764.5
2402,T002569,P02375,,10,742.01
2403,T003840,P00891,PR047,5,2272.83
2404,T003279,P01411,PR023,8,3781.43
2405,T001233,P02660,PR003,1,343.56
2406,T001092,P01389,PR009,2,311.4
2407,T004120,P02758,PR022,3,750.21
2408,T003644,P02767,PR016,10,1638.25
2409,T002045,P02713,PR019,5,499.57
2410,T002067,P01012,PR035,8,505.5
2411,T000844,P00373,PR031,6,1310.86
2412,T000244,P01920,PR035,8,2643.96
2413,T004538,P00489,PR005,8,3357.31
2414,T002875,P00652,PR026,4,1145.82
2415,T000496,P00239,PR043,4,732.08
2416,T000749,P01669,PR033,4,996.7
2417,T001914,P02876,PR015,9,2246.5
2418,T004773,P01503,PR036,10,2007.48
2419,T001168,P02036,PR022,10,4490.18
2420,T002846,P02823,,3,702.1
2421,T002643,P02084,,5,481.94
2422,T002509,P02669,PR042,2,83.19
2423,T002669,P00851,PR020,5,1063.6
2424,T000024,P02145,PR011,10,3951.28
2425,T004867,P01896,PR046,7,1104.75
2426,T002817,P01778,PR011,5,1782.45
2427,T004973,P00893,PR009,10,4437.12
2428,T004771,P02604,PR009,5,1637.93
2429,T001848,P01591,PR033,3,947.89
2430,T003769,P00789,PR034,3,944.43
2431,T003846,P02302,PR014,3,970.16
2432,T001286,P02527,PR039,6,1651.09
2433,T001354,P02326,PR012,6,490.1
2434,T001549,P00458,PR010,3,136.83
2435,T000284,P00060,PR014,10,3214.21
2436,T004394,P00680,,1,227.93
2437,T002393,P01296,PR007,6,62.15
2438,T002977,P00335,PR012,1,289.21
2439,T001102,P02665,,9,1467.8
2440,T004107,P02488,PR022,5,1847.47
2441,T003890,P02856,,10,2691.19
2442,T004708,P01795,PR043,7,3075.28
2443,T000192,P00466,PR029,6,2725.84
2444,T001635,P00489,PR014,2,983.95
2445,T002369,P02730,PR038,4,827.98
2446,T000948,P01884,PR010,4,532.57
2447,T001291,P00815,PR009,6,423.96
2448,T004086,P01321,PR043,7,948.35
2449,T001820,P00681,PR036,10,2190.89
2450,T001598,P00059,PR043,2,233.5
2451,T002047,P00992,PR034,6,2516.7
2452,T001507,P01773,PR010,1,204.66
2453,T003514,P00042,PR027,9,2282.9
2454,T002309,P01655,PR015,9,4205.73
2455,T003444,P01610,PR018,3,335.44
2456,T003023,P01796,PR008,7,1953.7
2457,T001500,P00821,PR026,9,2755.46
2458,T004787,P02211,PR016,5,2079.04
2459,T003471,P02115,PR024,1,387.3
2460,T003631,P01923,,5,1203.26
2461,T004111,P02181,PR010,5,1099.3
2462,T000734,P02988,PR039,7,301.22
2463,T003060,P02309,PR026,4,1002.66
2464,T003143,P00240,PR040,7,1778.75
2465,T001158,P00502,,4,923.9
2466,T002184,P01930,PR013,6,359.29
2467,T000158,P02916,PR010,4,1452.76
2468,T000906,P01364,PR016,1,340.59
2469,T003944,P01701,,3,961.81
2470,T002237,P01593,PR003,2,147.16
2471,T002032,P00163,,4,1442.01
2472,T004545,P00172,PR033,4,1459.63
2473,T004766,P00078,,9,547.07
2474,T003128,P02036,PR042,10,2691.87
2475,T003854,P00540,PR037,7,2204.2
2476,T004066,P00183,PR030,5,1223.92
2477,T002799,P00287,,9,3146.26
2478,T001879,P00178,PR034,1,481
2479,T000485,P00677,,9,3268.43
2480,T004288,P00078,PR029,4,1852.64
2481,T004985,P02188,PR001,4,747.1
2482,T000627,P02818,,9,1531.61
2483,T002875,P00765,,1,412.75
2484,T001568,P00408,PR017,2,292.26
2485,T004371,P02275,PR041,8,1538.3
2486,T003773,P00676,PR042,6,1533.16
2487,T002361,P02750,PR027,1,195.28
2488,T000703,P02732,PR013,1,28
2489,T004560,P00487,PR003,8,2697.35
2490,T003708,P02015,PR024,4,407.14
2491,T001913,P00147,PR047,10,1537.75
2492,T000421,P02233,PR050,5,1188.76
2493,T000171,P00665,PR048,3,1418.39
2494,T003614,P01121,PR027,2,599.26
2495,T001128,P02700,PR011,5,1345.08
2496,T001735,P00145,PR002,9,92.11
2497,T001925,P02399,PR050,8,228.37
2498,T003896,P00951,PR028,8,291.82
2499,T000623,P01141,PR016,6,441.78
2500,T001559,P02624,PR001,10,4080.71
2501,T000939,P01940,PR046,2,497.99
2502,T001061,P02464,PR006,1,16.76
2503,T002777,P02422,PR047,3,532.47
2504,T003914,P01933,PR042,9,3447.9
2505,T003993,P02117,PR031,8,2402.11
2506,T000708,P01845,PR018,10,2445.23
2507,T002506,P01388,PR011,4,1511.94
2508,T000568,P00913,PR027,5,435.8
2509,T000942,P00854,PR014,10,2439.53
2510,T004437,P00360,,7,535.03
2511,T002560,P00511,PR017,5,2305.82
2512,T002067,P00776,PR003,1,333.95
2513,T004374,P02386,PR043,10,716.41
2514,T004530,P00042,PR009,3,890.92
2515,T002824,P01355,PR021,8,1639.09
2516,T002027,P00887,PR010,2,950.06
2517,T004520,P02799,PR032,2,755.12
2518,T002359,P01759,PR045,6,758.18
2519,T002428,P02497,PR019,7,2091.2
2520,T001448,P00979,PR022,7,1557.64
2521,T002473,P00208,PR031,4,738.76
2522,T001326,P00045,PR003,7,2934.06
2523,T004176,P00040,PR039,2,890.99
2524,T001124,P01969,PR006,7,1858.93
2525,T004132,P00523,PR014,7,1751.94
2526,T003409,P02245,,6,177.07
2527,T002201,P02322,PR013,4,812.86
2528,T002602,P01180,PR003,1,285.39
2529,T004632,P02057,PR025,1,390.95
2530,T000352,P01624,PR039,2,582.21
2531,T003281,P02416,,8,2795.82
2532,T003928,P01689,PR032,6,1750.28
2533,T000122,P00755,PR047,2,754.49
2534,T001852,P01879,PR033,2,603.08
2535,T002511,P01300,PR010,7,2481.44
2536,T001604,P02879,PR036,4,59.34
2537,T000092,P01327,PR035,6,1462.32
2538,T001018,P00579,PR048,10,2259.97
2539,T003365,P02084,PR020,3,37.3
2540,T001204,P02118,PR002,2,851.23
2541,T000490,P02411,PR032,9,3085.28
2542,T003253,P01172,PR024,2,797.13
2543,T000252,P00742,PR008,3,1383.25
2544,T004735,P00692,PR035,5,1359.59
2545,T001018,P01902,,5,2381.13
2546,T001306,P02398,,3,629.18
2547,T004349,P02825,PR042,1,337.02
2548,T001671,P00982,PR013,10,4426.63
2549,T001131,P00540,PR015,7,444.59
2550,T000738,P02241,PR005,2,186.06
2551,T002016,P00787,,6,825.59
2552,T003260,P01930,PR050,1,355.68
2553,T003100,P02804,PR006,8,1788.87
2554,T004417,P00645,PR047,1,216.26
2555,T001901,P02441,PR050,10,4926.98
2556,T004943,P01648,,4,985.24
2557,T002066,P01209,PR008,7,972.76
2558,T001986,P02294,PR003,6,763.98
2559,T004461,P00036,PR018,2,551.55
2560,T001476,P02769,,1,304.66
2561,T002753,P00344,PR035,1,79.92
2562,T002246,P02999,PR029,1,349.93
2563,T002566,P01564,PR035,9,3045.65
2564,T003673,P02079,PR047,4,709.1
2565,T001124,P02717,PR006,7,2380.11
2566,T001334,P02404,PR024,5,1540.45
2567,T002672,P01915,PR018,3,659.85
2568,T002811,P02596,PR033,10,2800.66
2569,T003277,P02433,PR007,2,623.92
2570,T000485,P02941,PR047,7,554.74
2571,T000496,P00950,PR048,8,1576.68
2572,T000548,P00227,,4,1641.93
2573,T000167,P00812,PR011,9,2746.57
2574,T001577,P02751,PR016,1,184.31
2575,T003434,P02557,PR041,7,1078.01
2576,T001493,P00332,PR021,9,3026.93
2577,T003588,P02823,PR012,10,2010.65
2578,T003657,P02571,PR011,4,1478.58
2579,T000276,P02416,PR016,8,1609.89
2580,T002507,P02416,PR020,9,209.33
2581,T002565,P02788,PR009,1,314.23
2582,T001600,P02218,PR032,5,1809.29
2583,T001931,P02123,PR041,8,3475.04
2584,T003219,P00059,PR005,1,251.48
2585,T003427,P02120,,4,757.53
2586,T003989,P01711,PR038,1,300.19
2587,T002871,P01403,PR039,9,935.4
2588,T003246,P02413,PR038,6,748.57
2589,T004481,P01628,PR007,2,776.34
2590,T004965,P02929,PR019,6,550.67
2591,T001323,P01010,PR012,3,1116.39
2592,T001821,P02451,PR021,8,909.98
2593,T000965,P02439,PR028,9,836.14
2594,T003069,P01434,PR047,4,41.69
2595,T003976,P00367,PR009,1,169.94
2596,T000302,P02035,,6,1217.59
2597,T002724,P00452,PR033,1,427.13
2598,T002956,P01373,PR038,4,148.98
2599,T003728,P02762,PR024,9,1834.47
2600,T002330,P02302,PR037,1,220.03
2601,T001323,P00540,PR049,5,775.86
2602,T000131,P00885,PR010,1,75.55
2603,T001048,P00493,PR046,6,2986.69
2604,T002688,P02198,PR032,2,549.9
2605,T004192,P00082,PR020,10,323.99
2606,T004641,P02437,PR004,4,255.25
2607,T001107,P00464,PR009,2,858.34
2608,T001832,P00161,PR003,4,1661.87
2609,T002200,P02728,,9,1924.31
2610,T002350,P01510,,9,3760.27
2611,T000484,P02648,PR029,3,289.02
2612,T002143,P00350,PR004,3,651.5
2613,T000678,P02252,PR041,4,618.27
2614,T001856,P00445,PR049,5,1702.38
2615,T003924,P00774,PR027,10,3421.3
2616,T002124,P02978,,3,1376.19
2617,T004057,P01252,PR040,1,214.48
2618,T003632,P00060,PR002,8,138.58
2619,T001833,P00982,PR018,3,107.13
2620,T001912,P01830,PR049,8,704.45
2621,T003565,P02817,PR029,4,374.09
2622,T000378,P01735,PR008,4,1760.37
2623,T003424,P02637,PR050,6,2194.6
2624,T002551,P00523,PR006,5,781.93
2625,T003012,P02326,PR004,8,3362.11
2626,T004502,P02076,PR032,4,809.66
2627,T002406,P01122,PR022,1,289.27
2628,T002427,P00342,PR049,1,65.08
2629,T000397,P02205,PR035,7,141.76
2630,T001861,P02405,PR011,9,3476.63
2631,T000308,P00341,PR039,1,426.12
2632,T004741,P02677,PR021,7,1247.25
2633,T004932,P02608,PR040,10,1183.9
2634,T000899,P01894,PR011,8,2996.79
2635,T004912,P01367,PR029,10,2437.85
2636,T001768,P02080,PR050,4,531.98
2637,T001685,P02134,PR007,7,3257.87
2638,T004571,P02993,PR021,3,285.61
2639,T002482,P00357,PR049,1,340.06
2640,T004454,P01918,PR001,8,414.34
2641,T004219,P02657,PR006,7,1362.3
2642,T004850,P01763,PR037,3,1357.79
2643,T000568,P01132,,8,3044.44
2644,T002322,P00831,PR045,2,137.77
2645,T001350,P02225,,7,1025.54
2646,T003382,P01743,PR005,3,119.88
2647,T003094,P00953,PR039,7,2760.09
2648,T001252,P02528,PR027,4,755.92
2649,T000790,P02776,PR037,5,451.82
2650,T001884,P02347,PR029,10,4628.45
2651,T003290,P01949,PR020,2,919.79
2652,T001424,P01802,PR014,1,362.44
2653,T004563,P01629,PR032,8,3015.56
2654,T002511,P02698,,7,2474.99
2655,T001816,P01272,PR045,1,431.44
2656,T000372,P02959,PR049,5,57.96
2657,T001681,P00969,PR013,10,4967.03
2658,T003252,P02854,PR003,10,4961.98
2659,T003076,P01828,,1,495.03
2660,T001399,P02325,PR012,1,399.31
2661,T004976,P02661,PR047,6,1768.83
2662,T002148,P02441,,10,2909.49
2663,T004222,P02614,,4,1150.27
2664,T002537,P02437,PR021,3,712.01
2665,T001608,P00244,PR029,2,86.71
2666,T002936,P00419,PR048,1,401.18
2667,T004165,P02342,PR045,9,3029.48
2668,T004204,P02255,,10,1976.38
2669,T000894,P01897,PR039,3,437.39
2670,T002695,P02619,PR013,10,1633.64
2671,T003419,P02538,PR030,4,297.15
2672,T003076,P00601,PR047,7,1975.16
2673,T004837,P01611,PR007,3,787.06
2674,T002180,P00226,PR039,9,1080.96
2675,T000358,P01099,PR045,7,814.64
2676,T002067,P01179,PR003,6,2323.38
2677,T000889,P01685,PR049,7,716.24
2678,T000568,P02273,PR031,10,2580.35
2679,T000074,P02817,PR045,10,4797.67
2680,T000124,P00634,PR020,5,1377.79
2681,T002900,P01419,PR028,2,117.36
2682,T000823,P02691,PR023,8,1657.52
2683,T001739,P00353,PR019,1,359.27
2684,T001256,P01110,PR013,1,125.4
2685,T004964,P02099,,7,387.8
2686,T002248,P00987,PR043,8,191.15
2687,T002231,P02530,PR012,4,1094.96
2688,T000155,P00181,PR032,2,195.81
2689,T001516,P00833,PR035,2,96.74
2690,T002558,P02926,PR048,6,1617.2
